Сколько стоит маркировка одной единицы на пива?,"В настоящее время в Казахстане не введена маркировка пивоваренной продукции. При этом, в рамках подготовки к вводу обязательной маркировки расчет на один код маркировки составляет 3,06 тенге без НДС.",
Нужно ли будет маркировать кеги с пивом?,"В настоящее время Комитетом государственных доходов разрабатывается проект Правил маркировки и прослеживаемости пивоваренной продукции средствами идентификации, которым предусматривается маркировка кег.",
"Обязательна ли марикровка пива в кафе, барах и ресторанах?","В настоящее время Комитетом государственных доходов разрабатывается проект Правил маркировки и прослеживаемости пивоваренной продукции средствами идентификации, которым предусматривается маркировка и прослеживаемость пивоваренной продукции.",
Когда планируется проведение публичных слушаний по тарифу за код маркировки на пивоваренную продукцию?,Проведение публичных слушаний планируется 8 мая текущего года в 16.00ч. в онлайн формате,
На основании какого нормативного акта был реализован пилотный проект по маркировке пивоваренной продукции в Казахстане?,Пилотный проект по маркировке пивоваренной продукции в Республике Казахстан был реализован на основании Приказа Министра финансов Республики Казахстан от 09 февраля 2024 года №73 «О некоторых вопросах пилотного проекта по маркировке и прослеживаемости пивоваренной продукции».,
как можно удалить из кабинета ИСМПТ не активных пользователей?,В ИС МПТ отсутствует функционал удаления пользователей. Неактивные пользователи не могут быть удалены и будут отображаться в реестре пользователей в Профиле ИС МПТ.,
нужно ли маркировать вейпы?,в настоящее время вейпы (одноразовые электронные сигареты) запрещены для оборота в РК. ,
каким документом необходимо оформлять реализацию табачных изделий в ИС МПТ?,"Для оформления реализации табачных изделий в ИС МПТ необходимо использовать Акт приема (передачи). При возмездной или безвозмездной передаче табачных изделий новому собственнику, участник оборота формирует акт приема (передачи) по форме согласно приложению 7 к Правилам маркировки, подписывает его ЭЦП и направляет в ИС МПТ для получения регистрационного номера в срок не позднее следующего дня реализации табачных изделий.",
какая ответственность предусмотрена за не соблюдения Правил маркировки по табаку,"Согласно статье 283 КоАП РК — «Нарушение законодательства Республики Казахстан о производстве и (или) обороте отдельных видов товаров» — предусмотрена административная ответственность за нарушение порядка маркировки табачной продукции, подлежащей обязательной маркировке.",
каким образом вывести табачные изделия из оборота,"Согласно Правил маркировки и прослеживаемоти табачных изделий средствами идентификации вывод из оборота можно осуществить тремя способами: 1. Сканируя Data matrix код на упаковке 2Д сканером при продаже потребителю на кассе. 2. Уведомлением о выводе товара из оборота, путем формирования документа в ИС МПТ. 3. Путем Сервиса автовыбытия.",
есть ли какие-то мобильные приложения для работы с маркированными товарами,Единым оператором маркировки и прослеживаемости товаров разработаны бесплатные мобильные приложения такие как: 1. Naqty Sauda.Akt - позволяет подтверждать и отклонять акт приема (передачи). 2 Naqty Onim - позволяет проверить легальность товара и осуществить подачу обращения покупателями.,
Как создать карточку товара в НКТ?,"1. Авторизация в системе ИС МПТ, затем переход в НКТ  
 
2. Переход в раздел «Товары»  
 
3. Создание новой карточки  
   Нажмите на кнопку «Создать карточку товара» или аналогичную («Добавить товар»).

4. Заполнение обязательных полей  
   - Наименование товара
   - Категория (выберите из справочника)
   - Штрихкод (GTIN)
   - Производитель
   - Описание и характеристики (размер, цвет, состав и др.)
   - Изображения товара
   - Дополнительные параметры в зависимости от типа товара (например, алкоголь, обувь и др.)

5. Проверка корректности данных  
   Проверьте все введённые данные на соответствие требованиям и стандартам.

6. Сохранение карточки  
   После заполнения всех обязательных полей нажмите кнопку «Сохранить» или «Отправить на модерацию».

7. Ожидание модерации  
   После отправки карточки на модерацию оператор НКТ проверит корректность данных. В случае необходимости исправлений вернет карточку на доработку.

8. Публикация карточки  
   После успешной модерации карточка необходимо опубликовать карточку товара. Нажать на три точки выбрать ""Опубликовать"" и подписать ЭЦП. Карточка товара будет опубликована и станет доступна для дальнейших действий (например, генерации кодов маркировки).

Обратите внимание:  
- Для некоторых категорий товаров могут требоваться дополнительные поля или документы.  
- Важно соблюдать установленные форматы ввода и требования к изображениям.",
Как заказать коды маркировок?,"1. Зарегистрироваться в системе обязательной маркировки товаров (ИС МПТ) на портале оператора Казахтелеком, в зависимости от категории товара.
2. Получить электронную цифровую подпись (ЭЦП) для юридического лица или индивидуального предпринимателя.
3. В личном кабинете системы маркировки перейти в сервис ""Станция управления заказами"" (СУЗ) зайти в ""Заказы"" и нажать на кнопку ""Новый заказ"".
4. Заполнить все необходимые поля, указав наименование товара, количество необходимых кодов, а также сведения о производителе или импортере.
5. После обработки заявки система сгенерирует уникальные коды маркировки в формате Data Matrix.
6. Скачайте полученные коды и интегрируйте их в процесс нанесения на продукцию (этикетка, упаковка и др.).
7. Подтвердите факт нанесения кодов маркировки и их ввод в оборот через личный кабинет системы.

Важно: Оплата за коды маркировки производится согласно тарифам, установленным оператором системы. После оплаты коды доступны для скачивания.

Если вам требуется интеграция с 1С или другой учетной системой, используйте API, предоставляемый оператором маркировки.",
Какое количество кодов маркировки можно заказать разово?,В одном заказе 150 000 кодов маркировки на один GTIN.,
"Что делать, если код маркировки поврежден или не считывается?","Провести инвентаризацию для поиска информации о коде в системе, списать в ИС МПТ через уведомления",
Сколько дней дается для подписания акта приема передачи по табаку,в течение 5 (пяти) рабочих дней с даты регистрации Акта приема/передачи,
"А если не было возможности, интернета/ устройства для создания акта приема передачи, что в таких случаях делать?","Акт приема (передачи) оформляется в электронной форме, за исключением случая, когда участник оборота оформляет акт приема (передачи) на бумажном носителе при подтверждении информации на интернет-ресурсе Оператора о невозможности оформления акта приема (передачи) в ИС МПТ по причине технических ошибок в ИС МПТ.

      После устранения технических ошибок акт приема (передачи), оформленный ранее на бумажном носителе, подлежит введению поставщиком в ИС МПТ в течение 1 (одного) рабочего дня с даты устранения технических ошибок в ИС МПТ, но не позднее дня передачи товара третьим лицам.  как можно сократить но чтобы мысль осталось",
Где могу получить API по табаку?,https://markirovka.ismet.kz/ru/business/product/tobacco на сайте в разделе технические документы,
"Разрешён ли в настоящее время оборот одноразовых электронных сигарет (вейпов) на территории Республики Казахстан,",На сегодняшний день в Республике Казахстан оборот одноразовых электронных сигарет (вейпов) запрещен.,
Подлежат ли одноразовые электронные сигареты (вейпы) обязательной цифровой маркировке в рамках законодательства по маркировке и прослеживаемости товаров,На сегодняшний день в Республике Казахстан оборот одноразовых электронных сигарет (вейпов) запрещен.,
Кто обязан осуществлять маркировку табачных изделий?,"Обязательство по маркировке лежит на производителях и импортёрах табачной продукции. Розничные продавцы не наносят коды, но обязаны принимать и реализовывать только промаркированную продукцию.",
"Что делать, если код повреждён или не читается?","Необходимо зафиксировать случай, оформить акт списания или брак, передать информацию в ИС МПТ через личный кабинет. Повреждённая продукция без читаемого кода не может быть легально реализована.",
Можно ли использовать один и тот же код на нескольких пачках или блоках?,нет.,
Можно ли нанести код вручную или наклейкой?,"Да, но только при импорте (за исключением сигарет) — допускается нанесение стикера с кодом.",
"Требуется ли маркировка для табачных изделий, ввозимых для личного пользования?",нет.,
Что означает отсутствие кода маркировки на пачке?, Сигареты поддельные или нелегальные,
Кто может проверить код на легальность?,любой человек,
Может ли покупатель пожаловаться на поддельную продукцию?,"Да, через мобильное приложение или официальные каналы",
Что происходит при сканировании поддельного кода?, Система сообщает о несоответствии или ошибке,
В каком формате представлен маркировочный код?,Data Matrix,
Кто должен обеспечивать наличие сканеров для проверки кодов в магазине?, Владельцы торговых точек,
Какой цвет Data Matrix кода на пачке сигарет?,Чёрно-белый,
Как называется мобильное приложение для проверки маркировки в Казахстане?,"""Naqty Onim""",
При продаже сигарет в торговую точку какой документ нужно выписывать?,При реализации табачных изделий поставщиком оформляется акт приема (передачи) в сторону получателя,
Нужно ли заполнять документ при импорте сигар,Импортер при ввозе в РК табачных изделий в обязательном порядке формирует в ИС МПТ Уведомление о ввозе со стран ЕАЭС или третьих стран ,
в течение какого времени необходимо подтвердить акт приема передачи,Акт приема\передачи необходимо подтвердить в течение 5 (пяти) рабочих дней с даты регистрации Акта приема/передачи,
Нужно ли маркировать БАДы?,С 28 марта 2025 года в Казахстане проводится пилотный проект маркировки биологически активных добавок к пище в соответствие с приказом первого-вице здравоохранения Республики Казахстан. Решение по обязательной маркировке БАД будет принято после завершения пилота. Более подробную информацию можете уточнить у отраслевого государственного органа.,
Каким способом необходимо осуществлять маркировку БАД?,"в настоящее время в Казахстане не утверждены Правила маркировки и прослеживаемости БАД. При этом Комитетом санитарно-эпидемиологического контроля МЗ РК предполагается, что нанесение средства идентификации на потребительскую и групповую упаковки в случае производства, оборота БАД на территории Республики Казахстан осуществляется в местах производства или хранения такой продукции, а в случае ввоза - до фактического пересечения государственной границы Республики Казахстан, до помещения под таможенные процедуры выпуска для внутреннего потребления или реимпорта.",
С какой даты обязательная маркировка БАД?,Плановые сроки введения обязательства еще не определены Правительством РК. Более точную информацию можно уточнить в отраслевом государственном органе.,
Какие виды БАД подлежат к маркировке?,"Перечень кодов ТНВЭД, которые подлежат обязательной маркировке утверждены приказом первого вице-министра Республики Казахстан от 28 марта 2025 года №198. ",
Кто обязан маркировать БАД?,"В рамках пилотного проекта маркировки БАД обязанность по нанесению кодов маркировки возлагается на производителя в случае производства, оборота БАД на территории Республики Казахстан осуществляется в местах производства или хранения такой продукции, а в случае ввоза - импортером или иностранным производителем до фактического пересечения государственной границы Республики Казахстан, до помещения под таможенные процедуры выпуска для внутреннего потребления или реимпорта",
Какая система используется для маркировки БАД?,Для маркировки и прослеживаемости товаров в Республике Казахстан используется Информационная система маркировки и прослеживаемости товаров (ИС МПТ),
Как выглядит маркировка на БАД?,"Средство идентификации БАД наносится в виде двумерного штрихового кода Дата Матрикс (DataMatrix) ГС1 (GS1), пригодного для машинного считывания на потребительскую упаковку методом, не допускающим отделения средства идентификации без повреждения средства идентификации",
Как получить коды маркировки БАД?,"В настоящее время в Казахстане еще не введена обязательная маркировка БАД и при проведении экспериментов с участниками пилота БАД, коды маркировки будут эмитироваться через ИС МПТ. ",
"При введении обязательной маркировки на БАД в Казахстане, а для России тоже нужно отдельно покупать коды маркировки? ","24 сентября 2024 года подписано Решение Совета Евразийской экономической комиссии ""О маркировке биологически активных добавок к пище средствами идентификации"", которым предусмотрено взаимное признание кодов маркировки, то есть при введении обязательной маркировки БАД в РК не будет необходимости в покупке для РФ.",
Сколько стоит маркировка одной единицы на БАД?,"В настоящее время в Казахстане не введена маркировка БАД, при введении обязательной маркировки решение будет принято Правительством совместно с отраслевыми государственными органами",
Как стать участником пилота маркировки БАД,"ДЛя этого необходимо направить письмо-согласие на участие в пилотном проекте в адрес Единого Оператора маркировки и прослеживаемости товаров, в лице АО ""Казахтелеком""",
Какая ответственность предусмотрена за отсутствие маркировки БАД?,В настоящее время ответственность за отсутствие маркировки БАД не предусмотрена. Кроме того обязательная маркировка БАД не введена. ,
На основании какого нормативного акта был реализован пилотный проект по маркировке БАД в Казахстане?,Пилотный проект по маркировке БАД в Республике Казахстан был реализован на основании Приказа первого вице-министра здравоохранения  Республики Казахстан от 28 марта 2025 года №198 «О некоторых вопросах пилотного проекта по маркировке и прослеживаемости БАД».,
Как продавать маркированные БАД в РФ,"В РФ маркировка введена в 2023 году. Для получения кодов маркировки РФ необходимо обратиться Оператору маркировки и прослеживаемости РФ. В Казахстане на сегодняшний день проводится пилотный проект, обязательная маркировка БАД не внедрена.",
Как получить российские (РФ) КИЗы для эскпорта в РФ ,"В РФ маркировка введена в 2023 году. Для получения кодов маркировки РФ необходимо обратиться Оператору маркировки и прослеживаемости РФ. В Казахстане на сегодняшний день проводится пилотный проект, обязательная маркировка БАД не внедрена.",
Зачем нужна маркировки БАД?,"Маркировка нужна для прослеживания оборота, защиты от подделок и контроля качества продукции.",
На основании какого документа вводится маркировка БАД?,Маркировка вводится на основании Приказа первого вице-министра здравоохранения РК от 28 марта 2025 года №198.,
Где можно найти текст приказа по маркировке БАД?,Текст приказа доступен на сайте Министерства здравоохранения РК или в справочно-правовой системе.,
Какие коды будут использоваться для маркировки БАД?,"Для маркировки будут использоваться Data Matrix-коды с криптохвостом, идентифицирующие каждую единицу товара.",
Кто выдает коды маркировки БАД?,Коды маркировки выдаются через Национального оператора – «Центр развития цифровой экономики».,
Когда в Казахстане вводится маркировка моторных масел?,"На сегодняшний день проведен пилотный проект по маркировке и прослеживаемости моторных масел. Согласно поручению Правительства, срок введения обязательной маркировки моторных масел – с 1 сентября 2025 года. О каких-либо изменениях сроков уполномоченный орган в лице Министерства энергетики Республики Казахстан заранее сообщит на своем официальном сайте.",
Какие товары подлежат маркировке в рамках моторных масел?,"Ответ: в рамках введения обязательной маркировки моторных масел в Казахстане планируется маркировать масла, предназначенные для применения в двигателях внутреннего сгорания. К таким товарам относятся масла моторные масла, подпадающие под следующие коды ТН ВЭД ЕАЭС: 2710198200, 3403199000, 3403191000, 3403990000.

Таким образом, маркировке подлежат все моторные масла предназначенные для двигателей внутреннего сгорания, реализуемые на территории Казахстана, согласно утвержденному перечню кодов ТН ВЭД ЕАЭС.",
Кто обеспечивает нанесение КИЗ на моторные масла?,"Нанесение КИЗ должны обеспечить лица, вводящие товар в оборот. То есть производители моторных масел на территории Республики Казахстан и импортеры моторных масел в Республику Казахстан.",
Когда КИЗ должны быть нанесены на потребительскую упаковку товара?,"В настоящее время Правила маркировки и прослеживаемости моторных масел не утверждены. Однако, планируется, что импортером маркировка моторных масел, произведенных за пределами территории Республики Казахстан, средством идентификации, должна быть обеспечена до ввоза на территорию Республики Казахстан или до его помещения под таможенные процедуры выпуска для внутреннего потребления или реимпорта. 
Производитель осуществляет маркировку моторного масла, произведенного на территории Республики Казахстан, средством идентификации до первичной возмездной или безвозмездной его передачи новому собственнику или иному лицу.",
"Как выводится из оборота моторное масло, которое не может быть использовано сразу целиком? К примеру, 200-литровая бочка.","Такой товар должен быть выведен из оборота после того, как масло из данной тары будет израсходовано полностью. То есть, после использования полного объема бочки.",
нужно ли сейчас маркировать моторное масло,В настоящее время в Казахстане еще не введена обязательная маркировка моторного масла. ,
Когда проводился пилотный проект по маркировке моторных масел?,"В соответствии с приказом Министра энергетики Республики Казахстан № 36 от 26 января 2024 года, пилотный проект по маркировке и прослеживаемости моторных масел проводился с 1 февраля 2024 года по 1 февраля 2025 года.",
Какие данные необходимо вносить при создании карточки моторного масла в ИС МПТ?,"В настоящее время маркировка моторного масла не введена. Вместе с тем, согласно методике реализации пилотного проекта, для регистрации карточки товара необходимо внести следующую информацию о товаре: 
1) ИИН или БИН УОТ;
2) полное наименование товара;
3) сведение о сроках хранения;
4) сведения о товарном знаке, знаке обращения и соответствия;
5) сведения о производителе и изготовителе товара;
6) код товара ГНТЕ (GTIN);
7) код государственного классификатора (КПВЭД);
8) код ТН ВЭД ЕАЭС;
9) код ГКП (GPC);
10) марка;
11) назначение продукта;
12) декларация о соответствии;
13) класс вязкости моторного масла;
14) объем;
15) единица измерения объема.",
Каким способом необходимо маркировать моторные масла?,"Средство идентификации моторных масел наносится в виде двумерного штрихового кода ДатаМатрикс ГС1 (GS1), пригодного для машинного считывания на потребительскую и (или) групповую упаковку, или на этикетку, располагаемую непосредственно на потребительской упаковке или групповой упаковке и содержащую средство идентификации методом, не допускающим отделения средства идентификации без повреждения средства идентификации.",
Как получить коды маркировки на моторные масла?,"После регистрации моторного масла в ИС МПТ, для обеспечения маркировки моторного масла средством идентификации УОТ направляет Оператору посредством ИС МПТ запрос на получение кода маркировки по соответствующей форме.
 С момента регистрации запроса в ИС МПТ Оператор в течение 4 (четырех) часов осуществляет эмиссию (генерирует) указанного в запросе количества кодов маркировки с применением алгоритмов криптографической защиты на основании данных, полученных от УОТ, включает соответствующие коды идентификации в реестр средств идентификации ИС МПТ, предоставляет УОТ сведения о составе эмитированных кодов маркировки.",
Надо ли маркровать моторное масло уже промаркированное в России?,"В настоящее время маркировка моторного масла не введена. Однако, в РФ с 1 апреля 2025 года осуществляется маркировка моторных масели и инфх смазочных материалов. После принятия соответствующего решения ЕЭК, планируется осуществить процедуру взаимного признания кодов маркировки между РК и РФ. После проведения данной процедуры, повторно маркировать моторное масло уже промаркированное в РФ не нужно.",
Как нам стать участником пилотного проекта по маркировке моторных масел?,В настоящее время пилотный проект по маркировке моторных масел уже завершен. Согласно протоколу Итогового заседания рабочей группы по пилотному проекту маркировки и прослеживаемости моторных масел от 3.02.2025 года пилотный проект был признан завершенным.,
Какая ответственность предусмотрена за отсутствие маркировки моторных масел?,В настоящее время ответственность за отсутствие маркировки моторных масел не предусмотрена. Кроме того обязательная маркировка моторных масел не введена. ,
необходимо ли импортёрам и производителям нанимать дополнительных сотрудников для процедуры маркировки?,"Привлечение дополнительного персонала не является обязательным условием для выполнения требований по маркировке.
На практике большинство компаний успешно интегрируют маркировку в существующие бизнес-процессы, перераспределяя функции между текущими сотрудниками.
Процедура маркировки во многом схожа с инвентаризацией или операциями складского учёта, и она не требует высокой технической квалификации или длительного обучения.
Также Единый оператор предоставляет подробные инструкции, техническую документацию и доступ к обучающим материалам. При необходимости доступна техническая поддержка.
",
не приведет ли введение маркировки моторных масел к удорожанию конечного продукта из-за стоимости оборудования и средств идентификации,"Маркировка осуществляется с применением недорогих технических решений. Для печати КИЗ не требуется дорогостоящее промышленное оборудование, в большинстве случаев достаточно стандартного термотрансферного принтера и 2Д сканера, которые зачастую уже используются на складах и производстве. Стоимость оборудования для маркировки ЮИ (принтер этикеток, терминал сбора данных, ручной аппликатор, 2Д сканер) составляет около 100 - 200 тыс. тенге для крупных импортеров и производителей. Также, стоимость КИЗ составит не более 4,7 тенге за экземпляр. Таким образом, сумма затрат производителей и импортеров является не существенной и не может значительно повлиять на стоимость продукции.",
Когда в Республике Казахстан проводился пилотный проект по маркировке моторных масел?,Пилотный проект проводился в РК с 1.02.2024 по 1.02.2025 года,
На основании какого нормативного акта был реализован пилотный проект по маркировке моторных масел в Казахстане?,Пилотный проект по маркировке моторных масел проводился в соответствии с приказом Министра энергетики Республики Казахстан № 36 от 26 января 2024 года,
В какие годы был реализован пилотный проект по маркировке и прослеживаемости моторных масел в Казахстане?,Пилотный проект по маркировке моторных масел проводился в 2024 - 2025 годы,
Планируется ли введение обязательной маркировки моторных масел в Республике Казахстан?,Введение обязательной маркировки планируется с 1 сентября 2025 года,
Какие мероприятия проводятся государством в рамках подготовки к обязательной маркировке моторных масел?,"Государством проводитится комплекс мероприятий. В том числе пилотный проект по маркировке моторных масел, обучения, семинары и разъяснительные мероприятия среди участников оборота товаров.",
С какого года планируется ввести обязательную маркировку моторных масел в Казахстане?,Обязательную маркировку планируется ввести с 2025 года.,
"Каким документом регулируется пилотный проект по маркировке моторных масел, реализованный в 2024 году?",Пилотный проект был реализован в соответствии с приказом Министра энергетики Республики Казахстан № 36 от 26 января 2024 года,
Какая стоимость КИЗ планируется для моторных масел?,"Для моторных масел планируется установить КИЗ в размере не более 4,7 тенге без НДС.",
"Почему стоимость КИЗ по моторным маслам выше, чем стоимость по уже введенным товарным группам? К примеру, стоимость КИЗ по ЛС 2,4 тенге, по табачным изделиям 2,68 тенге, а по моторным маслам 4,7 тенге. То есть стоимость практически в 2 раза выше стоимости по уже введенным товарным группам.","Стоимость КИЗ определяется не сравнением с другими товарными группами, а на основе затратного метода, утверждённого соответствующими нормативно-правовыми актами. Это означает, что в расчёт берутся фактические затраты Единого оператора на обеспечение процесса маркировки по конкретной группе товаров.
В расчёт включаются прямые и косвенные издержки: IT-инфраструктура, техническая поддержка, безопасность, затраты на лицензионное ПО и др. Все данные проверяются и согласовываются с Агентством по защите и развитию конкуренции РК.
Кроме того, потенциальные объёмы маркируемой продукции (моторных масел) значительно ниже, чем по ЛС и табаку.",
"Обязательная маркировка по другим товарным группам не привела к уменьшению контрафакта. Почему вы считаете, что маркировка моторных масел даст иной результат?","Министерство энергетики, как уполномоченный орган в сфере регулирования обращения моторных масел, не располагает правом оценки эффективности маркировки в других товарных группах, поскольку это находится в компетенции соответствующих государственных органов, включая правоохранительные и контролирующие органы.
Что касается моторных масел, всем известно, об уязвимости потребителя перед подделками, которые не соответствуют техническим и экологическим требованиям.
Цифровая маркировка позволяет обеспечить прослеживаемость моторных масел на всех этапах обращения, от ввоза или производства до реализации конечному потребителю. Это даёт реальный инструмент для контроля законности происхождения продукции и способствует защите рынка от нелегальных поставок и фальсификата.
Таким образом, внедрение маркировки моторных масел рассматривается Министерством как один из действенных механизмов повышения прозрачности товаропроводящей цепи и обеспечения добросовестной конкуренции на рынке.",
